"PurchasePrice","MaintenanceCost","Doors","Passengers","Cargo","Safety","Acceptability"
"medium","very high","Interval[{5, Infinity}]",2,"large","medium","unacceptable"
"medium","very high","Interval[{5, Infinity}]",2,"large","high","unacceptable"
"medium","very high","Interval[{5, Infinity}]",4,"small","low","unacceptable"
"medium","very high","Interval[{5, Infinity}]",4,"small","medium","unacceptable"
"medium","very high","Interval[{5, Infinity}]",4,"small","high","acceptable"
"medium","very high","Interval[{5, Infinity}]",4,"medium","low","unacceptable"
"medium","very high","Interval[{5, Infinity}]",4,"medium","medium","acceptable"
"medium","very high","Interval[{5, Infinity}]",4,"medium","high","acceptable"
"medium","very high","Interval[{5, Infinity}]",4,"large","low","unacceptable"
"medium","very high","Interval[{5, Infinity}]",4,"large","medium","acceptable"
"medium","very high","Interval[{5, Infinity}]",4,"large","high","acceptable"
"medium","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","low","unacceptable"
"medium","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","medium","unacceptable"
"medium","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","high","acceptable"
"medium","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","low","unacceptable"
"medium","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","medium","acceptable"
"medium","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","high","acceptable"
"medium","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","low","unacceptable"
"medium","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","medium","acceptable"
"medium","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","high","acceptable"
"medium","high",2,2,"small","low","unacceptable"
"medium","high",2,2,"small","medium","unacceptable"
"medium","high",2,2,"small","high","unacceptable"
"medium","high",2,2,"medium","low","unacceptable"
"medium","high",2,2,"medium","medium","unacceptable"
"medium","high",2,2,"medium","high","unacceptable"
"medium","high",2,2,"large","low","unacceptable"
"medium","high",2,2,"large","medium","unacceptable"
"medium","high",2,2,"large","high","unacceptable"
"medium","high",2,4,"small","low","unacceptable"
"medium","high",2,4,"small","medium","unacceptable"
"medium","high",2,4,"small","high","acceptable"
"medium","high",2,4,"medium","low","unacceptable"
"medium","high",2,4,"medium","medium","unacceptable"
"medium","high",2,4,"medium","high","acceptable"
"medium","high",2,4,"large","low","unacceptable"
"medium","high",2,4,"large","medium","acceptable"
"medium","high",2,4,"large","high","acceptable"
"medium","high",2,"Interval[{5, Infinity}]","small","low","unacceptable"
"medium","high",2,"Interval[{5, Infinity}]","small","medium","unacceptable"
"medium","high",2,"Interval[{5, Infinity}]","small","high","unacceptable"
"medium","high",2,"Interval[{5, Infinity}]","medium","low","unacceptable"
"medium","high",2,"Interval[{5, Infinity}]","medium","medium","unacceptable"
"medium","high",2,"Interval[{5, Infinity}]","medium","high","acceptable"
"medium","high",2,"Interval[{5, Infinity}]","large","low","unacceptable"
"medium","high",2,"Interval[{5, Infinity}]","large","medium","acceptable"
"medium","high",2,"Interval[{5, Infinity}]","large","high","acceptable"
"medium","high",3,2,"small","low","unacceptable"
"medium","high",3,2,"small","medium","unacceptable"
"medium","high",3,2,"small","high","unacceptable"
"medium","high",3,2,"medium","low","unacceptable"
"medium","high",3,2,"medium","medium","unacceptable"
"medium","high",3,2,"medium","high","unacceptable"
"medium","high",3,2,"large","low","unacceptable"
"medium","high",3,2,"large","medium","unacceptable"
"medium","high",3,2,"large","high","unacceptable"
"medium","high",3,4,"small","low","unacceptable"
"medium","high",3,4,"small","medium","unacceptable"
"medium","high",3,4,"small","high","acceptable"
"medium","high",3,4,"medium","low","unacceptable"
"medium","high",3,4,"medium","medium","unacceptable"
"medium","high",3,4,"medium","high","acceptable"
"medium","high",3,4,"large","low","unacceptable"
"medium","high",3,4,"large","medium","acceptable"
"medium","high",3,4,"large","high","acceptable"
"medium","high",3,"Interval[{5, Infinity}]","small","low","unacceptable"
"medium","high",3,"Interval[{5, Infinity}]","small","medium","unacceptable"
"medium","high",3,"Interval[{5, Infinity}]","small","high","acceptable"
"medium","high",3,"Interval[{5, Infinity}]","medium","low","unacceptable"
"medium","high",3,"Interval[{5, Infinity}]","medium","medium","acceptable"
"medium","high",3,"Interval[{5, Infinity}]","medium","high","acceptable"
"medium","high",3,"Interval[{5, Infinity}]","large","low","unacceptable"
"medium","high",3,"Interval[{5, Infinity}]","large","medium","acceptable"
"medium","high",3,"Interval[{5, Infinity}]","large","high","acceptable"
"medium","high",4,2,"small","low","unacceptable"
"medium","high",4,2,"small","medium","unacceptable"
"medium","high",4,2,"small","high","unacceptable"
"medium","high",4,2,"medium","low","unacceptable"
"medium","high",4,2,"medium","medium","unacceptable"
"medium","high",4,2,"medium","high","unacceptable"
"medium","high",4,2,"large","low","unacceptable"
"medium","high",4,2,"large","medium","unacceptable"
"medium","high",4,2,"large","high","unacceptable"
"medium","high",4,4,"small","low","unacceptable"
"medium","high",4,4,"small","medium","unacceptable"
"medium","high",4,4,"small","high","acceptable"
"medium","high",4,4,"medium","low","unacceptable"
"medium","high",4,4,"medium","medium","acceptable"
"medium","high",4,4,"medium","high","acceptable"
"medium","high",4,4,"large","low","unacceptable"
"medium","high",4,4,"large","medium","acceptable"
"medium","high",4,4,"large","high","acceptable"
"medium","high",4,"Interval[{5, Infinity}]","small","low","unacceptable"
"medium","high",4,"Interval[{5, Infinity}]","small","medium","unacceptable"
"medium","high",4,"Interval[{5, Infinity}]","small","high","acceptable"
"medium","high",4,"Interval[{5, Infinity}]","medium","low","unacceptable"
"medium","high",4,"Interval[{5, Infinity}]","medium","medium","acceptable"
"medium","high",4,"Interval[{5, Infinity}]","medium","high","acceptable"
"medium","high",4,"Interval[{5, Infinity}]","large","low","unacceptable"
"medium","high",4,"Interval[{5, Infinity}]","large","medium","acceptable"
"medium","high",4,"Interval[{5, Infinity}]","large","high","acceptable"
"medium","high","Interval[{5, Infinity}]",2,"small","low","unacceptable"
"medium","high","Interval[{5, Infinity}]",2,"small","medium","unacceptable"
"medium","high","Interval[{5, Infinity}]",2,"small","high","unacceptable"
"medium","high","Interval[{5, Infinity}]",2,"medium","low","unacceptable"
"medium","high","Interval[{5, Infinity}]",2,"medium","medium","unacceptable"
"medium","high","Interval[{5, Infinity}]",2,"medium","high","unacceptable"
"medium","high","Interval[{5, Infinity}]",2,"large","low","unacceptable"
"medium","high","Interval[{5, Infinity}]",2,"large","medium","unacceptable"
"medium","high","Interval[{5, Infinity}]",2,"large","high","unacceptable"
"medium","high","Interval[{5, Infinity}]",4,"small","low","unacceptable"
"medium","high","Interval[{5, Infinity}]",4,"small","medium","unacceptable"
"medium","high","Interval[{5, Infinity}]",4,"small","high","acceptable"
"medium","high","Interval[{5, Infinity}]",4,"medium","low","unacceptable"
"medium","high","Interval[{5, Infinity}]",4,"medium","medium","acceptable"
"medium","high","Interval[{5, Infinity}]",4,"medium","high","acceptable"
"medium","high","Interval[{5, Infinity}]",4,"large","low","unacceptable"
"medium","high","Interval[{5, Infinity}]",4,"large","medium","acceptable"
"medium","high","Interval[{5, Infinity}]",4,"large","high","acceptable"
"medium","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","low","unacceptable"
"medium","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","medium","unacceptable"
"medium","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","high","acceptable"
"medium","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","low","unacceptable"
"medium","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","medium","acceptable"
"medium","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","high","acceptable"
"medium","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","low","unacceptable"
"medium","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","medium","acceptable"
"medium","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","high","acceptable"
"medium","medium",2,2,"small","low","unacceptable"
"medium","medium",2,2,"small","medium","unacceptable"
"medium","medium",2,2,"small","high","unacceptable"
"medium","medium",2,2,"medium","low","unacceptable"
"medium","medium",2,2,"medium","medium","unacceptable"
"medium","medium",2,2,"medium","high","unacceptable"
"medium","medium",2,2,"large","low","unacceptable"
"medium","medium",2,2,"large","medium","unacceptable"
"medium","medium",2,2,"large","high","unacceptable"
"medium","medium",2,4,"small","low","unacceptable"
"medium","medium",2,4,"small","medium","acceptable"
"medium","medium",2,4,"small","high","acceptable"
"medium","medium",2,4,"medium","low","unacceptable"
"medium","medium",2,4,"medium","medium","acceptable"
"medium","medium",2,4,"medium","high","acceptable"
"medium","medium",2,4,"large","low","unacceptable"
"medium","medium",2,4,"large","medium","acceptable"
"medium","medium",2,4,"large","high","very good"
"medium","medium",2,"Interval[{5, Infinity}]","small","low","unacceptable"
"medium","medium",2,"Interval[{5, Infinity}]","small","medium","unacceptable"
"medium","medium",2,"Interval[{5, Infinity}]","small","high","unacceptable"
"medium","medium",2,"Interval[{5, Infinity}]","medium","low","unacceptable"
"medium","medium",2,"Interval[{5, Infinity}]","medium","medium","acceptable"
"medium","medium",2,"Interval[{5, Infinity}]","medium","high","acceptable"
"medium","medium",2,"Interval[{5, Infinity}]","large","low","unacceptable"
"medium","medium",2,"Interval[{5, Infinity}]","large","medium","acceptable"
"medium","medium",2,"Interval[{5, Infinity}]","large","high","very good"
"medium","medium",3,2,"small","low","unacceptable"
"medium","medium",3,2,"small","medium","unacceptable"
"medium","medium",3,2,"small","high","unacceptable"
"medium","medium",3,2,"medium","low","unacceptable"
"medium","medium",3,2,"medium","medium","unacceptable"
"medium","medium",3,2,"medium","high","unacceptable"
"medium","medium",3,2,"large","low","unacceptable"
"medium","medium",3,2,"large","medium","unacceptable"
"medium","medium",3,2,"large","high","unacceptable"
"medium","medium",3,4,"small","low","unacceptable"
"medium","medium",3,4,"small","medium","acceptable"
"medium","medium",3,4,"small","high","acceptable"
"medium","medium",3,4,"medium","low","unacceptable"
"medium","medium",3,4,"medium","medium","acceptable"
"medium","medium",3,4,"medium","high","acceptable"
"medium","medium",3,4,"large","low","unacceptable"
"medium","medium",3,4,"large","medium","acceptable"
"medium","medium",3,4,"large","high","very good"
"medium","medium",3,"Interval[{5, Infinity}]","small","low","unacceptable"
"medium","medium",3,"Interval[{5, Infinity}]","small","medium","acceptable"
"medium","medium",3,"Interval[{5, Infinity}]","small","high","acceptable"
"medium","medium",3,"Interval[{5, Infinity}]","medium","low","unacceptable"
"medium","medium",3,"Interval[{5, Infinity}]","medium","medium","acceptable"
"medium","medium",3,"Interval[{5, Infinity}]","medium","high","very good"
"medium","medium",3,"Interval[{5, Infinity}]","large","low","unacceptable"
"medium","medium",3,"Interval[{5, Infinity}]","large","medium","acceptable"
"medium","medium",3,"Interval[{5, Infinity}]","large","high","very good"
"medium","medium",4,2,"small","low","unacceptable"
"medium","medium",4,2,"small","medium","unacceptable"
"medium","medium",4,2,"small","high","unacceptable"
"medium","medium",4,2,"medium","low","unacceptable"
"medium","medium",4,2,"medium","medium","unacceptable"
"medium","medium",4,2,"medium","high","unacceptable"
"medium","medium",4,2,"large","low","unacceptable"
"medium","medium",4,2,"large","medium","unacceptable"
"medium","medium",4,2,"large","high","unacceptable"
"medium","medium",4,4,"small","low","unacceptable"
"medium","medium",4,4,"small","medium","acceptable"
"medium","medium",4,4,"small","high","acceptable"
"medium","medium",4,4,"medium","low","unacceptable"
"medium","medium",4,4,"medium","medium","acceptable"
"medium","medium",4,4,"medium","high","very good"
"medium","medium",4,4,"large","low","unacceptable"
"medium","medium",4,4,"large","medium","acceptable"
"medium","medium",4,4,"large","high","very good"
"medium","medium",4,"Interval[{5, Infinity}]","small","low","unacceptable"
"medium","medium",4,"Interval[{5, Infinity}]","small","medium","acceptable"
"medium","medium",4,"Interval[{5, Infinity}]","small","high","acceptable"
"medium","medium",4,"Interval[{5, Infinity}]","medium","low","unacceptable"
"medium","medium",4,"Interval[{5, Infinity}]","medium","medium","acceptable"
"medium","medium",4,"Interval[{5, Infinity}]","medium","high","very good"
"medium","medium",4,"Interval[{5, Infinity}]","large","low","unacceptable"
"medium","medium",4,"Interval[{5, Infinity}]","large","medium","acceptable"
"medium","medium",4,"Interval[{5, Infinity}]","large","high","very good"
"medium","medium","Interval[{5, Infinity}]",2,"small","low","unacceptable"
"medium","medium","Interval[{5, Infinity}]",2,"small","medium","unacceptable"
"medium","medium","Interval[{5, Infinity}]",2,"small","high","unacceptable"
"medium","medium","Interval[{5, Infinity}]",2,"medium","low","unacceptable"
"medium","medium","Interval[{5, Infinity}]",2,"medium","medium","unacceptable"
"medium","medium","Interval[{5, Infinity}]",2,"medium","high","unacceptable"
"medium","medium","Interval[{5, Infinity}]",2,"large","low","unacceptable"
"medium","medium","Interval[{5, Infinity}]",2,"large","medium","unacceptable"
"medium","medium","Interval[{5, Infinity}]",2,"large","high","unacceptable"
"medium","medium","Interval[{5, Infinity}]",4,"small","low","unacceptable"
"medium","medium","Interval[{5, Infinity}]",4,"small","medium","acceptable"
"medium","medium","Interval[{5, Infinity}]",4,"small","high","acceptable"
"medium","medium","Interval[{5, Infinity}]",4,"medium","low","unacceptable"
"medium","medium","Interval[{5, Infinity}]",4,"medium","medium","acceptable"
"medium","medium","Interval[{5, Infinity}]",4,"medium","high","very good"
"medium","medium","Interval[{5, Infinity}]",4,"large","low","unacceptable"
"medium","medium","Interval[{5, Infinity}]",4,"large","medium","acceptable"
"medium","medium","Interval[{5, Infinity}]",4,"large","high","very good"
"medium","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","low","unacceptable"
"medium","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","medium","acceptable"
"medium","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","high","acceptable"
"medium","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","low","unacceptable"
"medium","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","medium","acceptable"
"medium","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","high","very good"
"medium","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","low","unacceptable"
"medium","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","medium","acceptable"
"medium","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","high","very good"
"medium","low",2,2,"small","low","unacceptable"
"medium","low",2,2,"small","medium","unacceptable"
"medium","low",2,2,"small","high","unacceptable"
"medium","low",2,2,"medium","low","unacceptable"
"medium","low",2,2,"medium","medium","unacceptable"
"medium","low",2,2,"medium","high","unacceptable"
"medium","low",2,2,"large","low","unacceptable"
"medium","low",2,2,"large","medium","unacceptable"
"medium","low",2,2,"large","high","unacceptable"
"medium","low",2,4,"small","low","unacceptable"
"medium","low",2,4,"small","medium","acceptable"
"medium","low",2,4,"small","high","good"
"medium","low",2,4,"medium","low","unacceptable"
"medium","low",2,4,"medium","medium","acceptable"
"medium","low",2,4,"medium","high","good"
"medium","low",2,4,"large","low","unacceptable"
"medium","low",2,4,"large","medium","good"
"medium","low",2,4,"large","high","very good"
"medium","low",2,"Interval[{5, Infinity}]","small","low","unacceptable"
"medium","low",2,"Interval[{5, Infinity}]","small","medium","unacceptable"
"medium","low",2,"Interval[{5, Infinity}]","small","high","unacceptable"
"medium","low",2,"Interval[{5, Infinity}]","medium","low","unacceptable"
"medium","low",2,"Interval[{5, Infinity}]","medium","medium","acceptable"
"medium","low",2,"Interval[{5, Infinity}]","medium","high","good"
"medium","low",2,"Interval[{5, Infinity}]","large","low","unacceptable"
"medium","low",2,"Interval[{5, Infinity}]","large","medium","good"
"medium","low",2,"Interval[{5, Infinity}]","large","high","very good"
"medium","low",3,2,"small","low","unacceptable"
"medium","low",3,2,"small","medium","unacceptable"
"medium","low",3,2,"small","high","unacceptable"
"medium","low",3,2,"medium","low","unacceptable"
"medium","low",3,2,"medium","medium","unacceptable"
"medium","low",3,2,"medium","high","unacceptable"
"medium","low",3,2,"large","low","unacceptable"
"medium","low",3,2,"large","medium","unacceptable"
"medium","low",3,2,"large","high","unacceptable"
"medium","low",3,4,"small","low","unacceptable"
"medium","low",3,4,"small","medium","acceptable"
"medium","low",3,4,"small","high","good"
"medium","low",3,4,"medium","low","unacceptable"
"medium","low",3,4,"medium","medium","acceptable"
"medium","low",3,4,"medium","high","good"
"medium","low",3,4,"large","low","unacceptable"
"medium","low",3,4,"large","medium","good"
"medium","low",3,4,"large","high","very good"
"medium","low",3,"Interval[{5, Infinity}]","small","low","unacceptable"
"medium","low",3,"Interval[{5, Infinity}]","small","medium","acceptable"
"medium","low",3,"Interval[{5, Infinity}]","small","high","good"
"medium","low",3,"Interval[{5, Infinity}]","medium","low","unacceptable"
"medium","low",3,"Interval[{5, Infinity}]","medium","medium","good"
"medium","low",3,"Interval[{5, Infinity}]","medium","high","very good"
"medium","low",3,"Interval[{5, Infinity}]","large","low","unacceptable"
"medium","low",3,"Interval[{5, Infinity}]","large","medium","good"
"medium","low",3,"Interval[{5, Infinity}]","large","high","very good"
"medium","low",4,2,"small","low","unacceptable"
"medium","low",4,2,"small","medium","unacceptable"
"medium","low",4,2,"small","high","unacceptable"
"medium","low",4,2,"medium","low","unacceptable"
"medium","low",4,2,"medium","medium","unacceptable"
"medium","low",4,2,"medium","high","unacceptable"
"medium","low",4,2,"large","low","unacceptable"
"medium","low",4,2,"large","medium","unacceptable"
"medium","low",4,2,"large","high","unacceptable"
"medium","low",4,4,"small","low","unacceptable"
"medium","low",4,4,"small","medium","acceptable"
"medium","low",4,4,"small","high","good"
"medium","low",4,4,"medium","low","unacceptable"
"medium","low",4,4,"medium","medium","good"
"medium","low",4,4,"medium","high","very good"
"medium","low",4,4,"large","low","unacceptable"
"medium","low",4,4,"large","medium","good"
"medium","low",4,4,"large","high","very good"
"medium","low",4,"Interval[{5, Infinity}]","small","low","unacceptable"
"medium","low",4,"Interval[{5, Infinity}]","small","medium","acceptable"
"medium","low",4,"Interval[{5, Infinity}]","small","high","good"
"medium","low",4,"Interval[{5, Infinity}]","medium","low","unacceptable"
"medium","low",4,"Interval[{5, Infinity}]","medium","medium","good"
"medium","low",4,"Interval[{5, Infinity}]","medium","high","very good"
"medium","low",4,"Interval[{5, Infinity}]","large","low","unacceptable"
"medium","low",4,"Interval[{5, Infinity}]","large","medium","good"
"medium","low",4,"Interval[{5, Infinity}]","large","high","very good"
"medium","low","Interval[{5, Infinity}]",2,"small","low","unacceptable"
"medium","low","Interval[{5, Infinity}]",2,"small","medium","unacceptable"
"medium","low","Interval[{5, Infinity}]",2,"small","high","unacceptable"
"medium","low","Interval[{5, Infinity}]",2,"medium","low","unacceptable"
"medium","low","Interval[{5, Infinity}]",2,"medium","medium","unacceptable"
"medium","low","Interval[{5, Infinity}]",2,"medium","high","unacceptable"
"medium","low","Interval[{5, Infinity}]",2,"large","low","unacceptable"
"medium","low","Interval[{5, Infinity}]",2,"large","medium","unacceptable"
"medium","low","Interval[{5, Infinity}]",2,"large","high","unacceptable"
"medium","low","Interval[{5, Infinity}]",4,"small","low","unacceptable"
"medium","low","Interval[{5, Infinity}]",4,"small","medium","acceptable"
"medium","low","Interval[{5, Infinity}]",4,"small","high","good"
"medium","low","Interval[{5, Infinity}]",4,"medium","low","unacceptable"
"medium","low","Interval[{5, Infinity}]",4,"medium","medium","good"
"medium","low","Interval[{5, Infinity}]",4,"medium","high","very good"
"medium","low","Interval[{5, Infinity}]",4,"large","low","unacceptable"
"medium","low","Interval[{5, Infinity}]",4,"large","medium","good"
"medium","low","Interval[{5, Infinity}]",4,"large","high","very good"
"medium","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","low","unacceptable"
"medium","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","medium","acceptable"
"medium","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","high","good"
"medium","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","low","unacceptable"
"medium","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","medium","good"
"medium","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","high","very good"
"medium","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","low","unacceptable"
"medium","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","medium","good"
"medium","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","high","very good"
"low","very high",2,2,"small","low","unacceptable"
"low","very high",2,2,"small","medium","unacceptable"
"low","very high",2,2,"small","high","unacceptable"
"low","very high",2,2,"medium","low","unacceptable"
"low","very high",2,2,"medium","medium","unacceptable"
"low","very high",2,2,"medium","high","unacceptable"
"low","very high",2,2,"large","low","unacceptable"
"low","very high",2,2,"large","medium","unacceptable"
"low","very high",2,2,"large","high","unacceptable"
"low","very high",2,4,"small","low","unacceptable"
"low","very high",2,4,"small","medium","unacceptable"
"low","very high",2,4,"small","high","acceptable"
"low","very high",2,4,"medium","low","unacceptable"
"low","very high",2,4,"medium","medium","unacceptable"
"low","very high",2,4,"medium","high","acceptable"
"low","very high",2,4,"large","low","unacceptable"
"low","very high",2,4,"large","medium","acceptable"
"low","very high",2,4,"large","high","acceptable"
"low","very high",2,"Interval[{5, Infinity}]","small","low","unacceptable"
"low","very high",2,"Interval[{5, Infinity}]","small","medium","unacceptable"
"low","very high",2,"Interval[{5, Infinity}]","small","high","unacceptable"
"low","very high",2,"Interval[{5, Infinity}]","medium","low","unacceptable"
"low","very high",2,"Interval[{5, Infinity}]","medium","medium","unacceptable"
"low","very high",2,"Interval[{5, Infinity}]","medium","high","acceptable"
"low","very high",2,"Interval[{5, Infinity}]","large","low","unacceptable"
"low","very high",2,"Interval[{5, Infinity}]","large","medium","acceptable"
"low","very high",2,"Interval[{5, Infinity}]","large","high","acceptable"
"low","very high",3,2,"small","low","unacceptable"
"low","very high",3,2,"small","medium","unacceptable"
"low","very high",3,2,"small","high","unacceptable"
"low","very high",3,2,"medium","low","unacceptable"
"low","very high",3,2,"medium","medium","unacceptable"
"low","very high",3,2,"medium","high","unacceptable"
"low","very high",3,2,"large","low","unacceptable"
"low","very high",3,2,"large","medium","unacceptable"
"low","very high",3,2,"large","high","unacceptable"
"low","very high",3,4,"small","low","unacceptable"
"low","very high",3,4,"small","medium","unacceptable"
"low","very high",3,4,"small","high","acceptable"
"low","very high",3,4,"medium","low","unacceptable"
"low","very high",3,4,"medium","medium","unacceptable"
"low","very high",3,4,"medium","high","acceptable"
"low","very high",3,4,"large","low","unacceptable"
"low","very high",3,4,"large","medium","acceptable"
"low","very high",3,4,"large","high","acceptable"
"low","very high",3,"Interval[{5, Infinity}]","small","low","unacceptable"
"low","very high",3,"Interval[{5, Infinity}]","small","medium","unacceptable"
"low","very high",3,"Interval[{5, Infinity}]","small","high","acceptable"
"low","very high",3,"Interval[{5, Infinity}]","medium","low","unacceptable"
"low","very high",3,"Interval[{5, Infinity}]","medium","medium","acceptable"
"low","very high",3,"Interval[{5, Infinity}]","medium","high","acceptable"
"low","very high",3,"Interval[{5, Infinity}]","large","low","unacceptable"
"low","very high",3,"Interval[{5, Infinity}]","large","medium","acceptable"
"low","very high",3,"Interval[{5, Infinity}]","large","high","acceptable"
"low","very high",4,2,"small","low","unacceptable"
"low","very high",4,2,"small","medium","unacceptable"
"low","very high",4,2,"small","high","unacceptable"
"low","very high",4,2,"medium","low","unacceptable"
"low","very high",4,2,"medium","medium","unacceptable"
"low","very high",4,2,"medium","high","unacceptable"
"low","very high",4,2,"large","low","unacceptable"
"low","very high",4,2,"large","medium","unacceptable"
"low","very high",4,2,"large","high","unacceptable"
"low","very high",4,4,"small","low","unacceptable"
"low","very high",4,4,"small","medium","unacceptable"
"low","very high",4,4,"small","high","acceptable"
"low","very high",4,4,"medium","low","unacceptable"
"low","very high",4,4,"medium","medium","acceptable"
"low","very high",4,4,"medium","high","acceptable"
"low","very high",4,4,"large","low","unacceptable"
"low","very high",4,4,"large","medium","acceptable"
"low","very high",4,4,"large","high","acceptable"
"low","very high",4,"Interval[{5, Infinity}]","small","low","unacceptable"
"low","very high",4,"Interval[{5, Infinity}]","small","medium","unacceptable"
"low","very high",4,"Interval[{5, Infinity}]","small","high","acceptable"
"low","very high",4,"Interval[{5, Infinity}]","medium","low","unacceptable"
"low","very high",4,"Interval[{5, Infinity}]","medium","medium","acceptable"
"low","very high",4,"Interval[{5, Infinity}]","medium","high","acceptable"
"low","very high",4,"Interval[{5, Infinity}]","large","low","unacceptable"
"low","very high",4,"Interval[{5, Infinity}]","large","medium","acceptable"
"low","very high",4,"Interval[{5, Infinity}]","large","high","acceptable"
"low","very high","Interval[{5, Infinity}]",2,"small","low","unacceptable"
"low","very high","Interval[{5, Infinity}]",2,"small","medium","unacceptable"
"low","very high","Interval[{5, Infinity}]",2,"small","high","unacceptable"
"low","very high","Interval[{5, Infinity}]",2,"medium","low","unacceptable"
"low","very high","Interval[{5, Infinity}]",2,"medium","medium","unacceptable"
"low","very high","Interval[{5, Infinity}]",2,"medium","high","unacceptable"
"low","very high","Interval[{5, Infinity}]",2,"large","low","unacceptable"
"low","very high","Interval[{5, Infinity}]",2,"large","medium","unacceptable"
"low","very high","Interval[{5, Infinity}]",2,"large","high","unacceptable"
"low","very high","Interval[{5, Infinity}]",4,"small","low","unacceptable"
"low","very high","Interval[{5, Infinity}]",4,"small","medium","unacceptable"
"low","very high","Interval[{5, Infinity}]",4,"small","high","acceptable"
"low","very high","Interval[{5, Infinity}]",4,"medium","low","unacceptable"
"low","very high","Interval[{5, Infinity}]",4,"medium","medium","acceptable"
"low","very high","Interval[{5, Infinity}]",4,"medium","high","acceptable"
"low","very high","Interval[{5, Infinity}]",4,"large","low","unacceptable"
"low","very high","Interval[{5, Infinity}]",4,"large","medium","acceptable"
"low","very high","Interval[{5, Infinity}]",4,"large","high","acceptable"
"low","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","low","unacceptable"
"low","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","medium","unacceptable"
"low","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","high","acceptable"
"low","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","low","unacceptable"
"low","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","medium","acceptable"
"low","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","high","acceptable"
"low","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","low","unacceptable"
"low","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","medium","acceptable"
"low","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","high","acceptable"
"low","high",2,2,"small","low","unacceptable"
"low","high",2,2,"small","medium","unacceptable"
"low","high",2,2,"small","high","unacceptable"
"low","high",2,2,"medium","low","unacceptable"
"low","high",2,2,"medium","medium","unacceptable"
"low","high",2,2,"medium","high","unacceptable"
"low","high",2,2,"large","low","unacceptable"
"low","high",2,2,"large","medium","unacceptable"
"low","high",2,2,"large","high","unacceptable"
"low","high",2,4,"small","low","unacceptable"
"low","high",2,4,"small","medium","acceptable"
"low","high",2,4,"small","high","acceptable"
"low","high",2,4,"medium","low","unacceptable"
"low","high",2,4,"medium","medium","acceptable"
"low","high",2,4,"medium","high","acceptable"
"low","high",2,4,"large","low","unacceptable"
"low","high",2,4,"large","medium","acceptable"
"low","high",2,4,"large","high","very good"
"low","high",2,"Interval[{5, Infinity}]","small","low","unacceptable"
"low","high",2,"Interval[{5, Infinity}]","small","medium","unacceptable"
"low","high",2,"Interval[{5, Infinity}]","small","high","unacceptable"
"low","high",2,"Interval[{5, Infinity}]","medium","low","unacceptable"
"low","high",2,"Interval[{5, Infinity}]","medium","medium","acceptable"
